,id,food_complexity,num_ingredients,serving_setting,expected_cost,related_movie,paired_drink,associated_people,hot_sauce_level,Label
328,601848,2,5.0,Week day lunch,9.0,Mission: Impossible - Dead Reckoning Part One,tea,Strangers,none,Shawarma
329,612131,2,7.0,"Week day lunch,Weekend lunch",2.0,Avengers: Endgame,water,Friends,A moderate amount (medium),Shawarma
330,408630,2,3.0,"Week day lunch,Weekend lunch,Late night snack",10.0,3 Idiots,water,Friends,A little (mild),Shawarma
331,632091,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",13.0,A Minecraft Movie,soda,"Siblings,Friends",A lot (hot),Shawarma
332,601122,4,12.0,"Week day lunch,Weekend lunch,Late night snack",10.0,The Avengers,coke,"Parents,Friends",A moderate amount (medium),Shawarma
333,602871,3,3.0,Week day lunch,6.0,The Avengers,coke,Friends,none,Shawarma
334,520828,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",10.0,The Avengers,water,Friends,A moderate amount (medium),Shawarma
335,514199,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,The Avengers,water,"Teachers,Strangers",A little (mild),Shawarma
336,389697,2,10.0,"Week day lunch,Weekend lunch",8.0,The Avengers,water,Friends,A little (mild),Shawarma
337,714430,3,10.0,Week day dinner,15.0,Spider-Man,orange juice,Parents,A little (mild),Shawarma
338,612567,2,4.0,Week day lunch,6.0,Dune: Part Two,juice,Strangers,none,Shawarma
339,744468,3,5.0,"Week day lunch,Week day dinner,Weekend lunch",5.0,Avengers: Doomsday,fanta,"Parents,Siblings",none,Shawarma
340,502722,2,7.5,"Week day lunch,Weekend lunch",7.5,The Avengers 3D (2012) Movie Review,sprite,"Siblings,Friends",A moderate amount (medium),Shawarma
341,519681,4,20.0,"Week day lunch,Weekend lunch",10.0,Parasite,diet coke,Strangers,A moderate amount (medium),Shawarma
342,631125,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,The Avengers,coke,Parents,A moderate amount (medium),Shawarma
343,606119,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13.0,Borat,coke,"Friends,Strangers",A little (mild),Shawarma
344,627252,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,Mind Blown,water,"Friends,Strangers",A moderate amount (medium),Shawarma
345,616568,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,I Dont Know,soda,Friends,A moderate amount (medium),Shawarma
346,603838,3,10.0,"Week day lunch,Week day dinner",6.0,The Avengers,lemonade,Friends,A little (mild),Shawarma
347,719735,5,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,The Avengers,water,"Friends,Teachers,Strangers",A lot (hot),Shawarma
348,608062,3,7.0,Week day lunch,12.0,"Batman: The Dark Knight Returns, Part 1",juice,Friends,A moderate amount (medium),Shawarma
349,608704,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,coke,Friends,A lot (hot),Shawarma
350,520383,3,6.0,"Week day lunch,Week day dinner,Weekend lunch",11.0,none,water,"Friends,Strangers",A lot (hot),Shawarma
351,603793,2,10.0,"Week day lunch,Weekend lunch",20.0,The Avengers,water,"Parents,Friends,Teachers",A lot (hot),Shawarma
352,603933,4,8.0,At a party,15.0,The Avengers,sprite,Strangers,none,Shawarma
353,605519,3,8.0,"Week day lunch,Weekend lunch,Late night snack",8.0,The Mummy,water,"Parents,Siblings,Strangers",A lot (hot),Shawarma
354,524803,3,4.0,"Week day lunch,Week day dinner,Late night snack",7.0,The Dictator,beer,"Friends,Strangers",A little (mild),Shawarma
355,629712,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14.0,Taxi Driver,tea,"Siblings,Friends",A little (mild),Shawarma
356,627505,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,The Dictator,water,Friends,A little (mild),Shawarma
357,526131,5,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",4.5,none,water,"Friends,Strangers",A moderate amount (medium),Shawarma
358,607065,3,7.0,"Week day lunch,Week day dinner,Weekend lunch",12.0,Avengers: Doomsday,iced tea,"Parents,Friends,Strangers",A moderate amount (medium),Shawarma
359,500077,3,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,And Then There Were None,coke,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
360,633350,3,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.5,The Avengers,none,"Siblings,Friends",A little (mild),Shawarma
361,601945,2,6.0,"Week day lunch,Week day dinner,Late night snack",6.0,Deadpool & Wolverine,diet coke,"Friends,Strangers",A moderate amount (medium),Shawarma
362,629878,4,5.5,"Week day lunch,Week day dinner",9.0,Not sure,water,"Friends,Teachers,Strangers",A little (mild),Shawarma
363,712766,4,10.0,"Week day lunch,Weekend lunch,Late night snack",10.333333333333334,The Avengers,water,"Parents,Friends,Strangers",A moderate amount (medium),Shawarma
364,603664,2,8.0,Week day lunch,16.0,The Avengers,water,Friends,none,Shawarma
365,840827,4,4.0,Week day lunch,10.0,The Underground Comedy Movie,water,Parents,none,Shawarma
366,604897,2,6.0,"Week day lunch,Weekend lunch",13.0,The Avengers,lemonade,Friends,A lot (hot),Shawarma
367,525422,4,6.0,"Week day lunch,Week day dinner,Weekend lunch",8.0,Avengers: Doomsday,water,"Parents,Siblings",A little (mild),Shawarma
368,602560,2,7.5,Week day lunch,12.0,none,ice tea,"Parents,Teachers",A lot (hot),Shawarma
369,738379,3,9.0,"Week day lunch,Week day dinner",10.0,Avengers: Doomsday,,Friends,A moderate amount (medium),Shawarma
370,622023,5,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Avengers: Doomsday,coke,Friends,A lot (hot),Shawarma
371,604770,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.0,Avengers: Doomsday,no drink,"Parents,Siblings,Friends",none,Shawarma
372,608318,5,8.5,"Week day lunch,Weekend lunch",12.5,You Don't Mess with the Zohan,coke,"Parents,Siblings",A moderate amount (medium),Shawarma
373,626757,2,5.0,"Week day lunch,Late night snack",10.0,Avengers: Endgame,pop,Friends,A lot (hot),Shawarma
374,745297,2,6.0,"Week day lunch,Weekend lunch",9.0,Borat,coke,"Friends,Strangers",A lot (hot),Shawarma
375,627599,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,Avengers: Doomsday,tea,"Siblings,Friends",none,Shawarma
376,520037,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Avengers: Doomsday,pepsi,Friends,A moderate amount (medium),Shawarma
377,632189,3,6.0,"Week day lunch,Weekend lunch,Late night snack",5.99,Spider-Man: Across the Spider-Verse,water,Strangers,none,Shawarma
378,627636,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.5,Pulp Fiction,water,Strangers,A moderate amount (medium),Shawarma
379,295428,2,6.0,"Week day lunch,Late night snack",8.0,Squid Game,soft drink,"Siblings,Friends",A little (mild),Shawarma
380,228777,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,Star Wars: Episode IV - A New Hope,sprite,Strangers,A little (mild),Shawarma
381,609278,4,8.0,Week day lunch,12.0,Aladdin,juice,Friends,none,Shawarma
382,614089,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,coke,"Siblings,Friends",A moderate amount (medium),Shawarma
383,607517,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14.0,Avengers: Doomsday,juice,Friends,A moderate amount (medium),Shawarma
384,714607,3,5.0,Week day lunch,5.0,Aladin,green tea,"Friends,Teachers",A little (mild),Shawarma
385,716650,1,10.0,Week day lunch,5.333333333333333,avengers,ginger ale,Strangers,A lot (hot),Shawarma
386,497695,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Gladiator,water,"Friends,Strangers",A moderate amount (medium),Shawarma
387,496858,4,7.666666666666667,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9.0,the avengers,mango lassi,Friends,A moderate amount (medium),Shawarma
388,608688,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,soda,"Parents,Siblings,Friends",A little (mild),Shawarma
389,604386,2,4.0,"Week day lunch,Weekend lunch",10.0,Avengers: Doomsday,water,Strangers,A little (mild),Shawarma
390,628559,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,Iron Man,soda,Strangers,A little (mild),Shawarma
391,715152,2,9.0,"Week day dinner,Weekend dinner,Late night snack",15.0,Ann-Margret: Hollywood Movie Girls,water,Friends,none,Shawarma
392,604110,3,4.0,"Week day lunch,Week day dinner,Late night snack",10.0,The Avengers,sprite,Friends,none,Shawarma
393,629010,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,The Avengers,water,"Parents,Strangers",A moderate amount (medium),Shawarma
394,605254,3,10.0,"Week day lunch,Weekend lunch,Late night snack",9.0,The Avengers,diet coke,Friends,A little (mild),Shawarma
395,628990,3,6.0,"Week day lunch,Weekend lunch,At a party",11.0,The Avengers,soda,"Parents,Siblings",none,Shawarma
396,625295,4,7.0,"Week day lunch,Weekend lunch",6.0,Howard in Particular,pop,Friends,none,Shawarma
397,603415,2,10.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",8.5,Scott Pilgrim vs. the World,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
398,635533,1,5.0,Week day lunch,10.0,Son of Babylon,coke,Strangers,A moderate amount (medium),Shawarma
399,630389,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.0,The Avengers: Wish You Were Here? - The Top Ten London Locations,coke,Friends,A moderate amount (medium),Shawarma
400,714901,4,6.0,"Week day lunch,Weekend lunch",12.0,The Avengers,pepsi,Friends,A little (mild),Shawarma
401,629792,2,7.0,"Week day lunch,Weekend lunch",10.0,Avengers: Doomsday,pop,"Parents,Friends",A little (mild),Shawarma
402,629025,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,The Avengers,pepsi,Strangers,A moderate amount (medium),Shawarma
403,524441,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,Avengers: Doomsday,pepsi,Strangers,A little (mild),Shawarma
404,389109,2,5.0,Week day lunch,20.0,cloudy with a chance of meatballs,water,Strangers,none,Shawarma
405,631216,3,8.0,Week day lunch,10.0,Avengers: Doomsday,lemonade,Friends,A little (mild),Shawarma
406,738875,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,Deadpool & Wolverine,water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
407,634669,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.99,The Avengers,wine,Strangers,A moderate amount (medium),Shawarma
408,409940,2,5.0,Week day lunch,10.0,Avengers: Doomsday,diet coke,Friends,A little (mild),Shawarma
409,399605,3,6.0,"Week day lunch,Weekend lunch",7.0,Avengers: Doomsday,coke,Friends,none,Shawarma
410,721831,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.0,Bad Boys,fanta,Friends,A lot (hot),Shawarma
411,835223,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,none,coke,Friends,A lot (hot),Shawarma
412,712938,4,10.0,"Week day lunch,Weekend lunch,At a party",10.0,3 Idiots,fanta,Friends,A lot (hot),Shawarma
413,395712,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.5,Avengers: Doomsday,7up,"Parents,Siblings",A little (mild),Shawarma
414,603388,2,8.0,Week day lunch,13.0,The Avengers,coke,Strangers,A little (mild),Shawarma
415,617774,4,7.5,"Week day lunch,Week day dinner",11.99,The Social Network,water,"Friends,Strangers",none,Shawarma
416,289440,4,5.0,"Week day lunch,Week day dinner",7.0,The Avengers,coke,"Friends,Strangers",A moderate amount (medium),Shawarma
417,714503,2,3.5,"Week day lunch,Weekend lunch,Late night snack",10.0,Documentary Now!,cola,"Siblings,Friends,Strangers",A little (mild),Shawarma
418,714893,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Avengers: Doomsday,coke,Friends,A moderate amount (medium),Shawarma
419,601094,3,12.0,"Week day lunch,Weekend dinner,Late night snack",7.5,The Avengers,ice tea,Friends,A little (mild),Shawarma
420,618150,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,The Avengers,diet coke,"Parents,Siblings,Strangers",A lot (hot),Shawarma
421,607944,5,7.0,"Week day lunch,Week day dinner",10.0,Chef,juice,Friends,A moderate amount (medium),Shawarma
422,629844,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,Minions,orange juice,"Friends,Strangers",A little (mild),Shawarma
423,626482,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,The Big Sick,sprite,"Parents,Siblings",A little (mild),Shawarma
424,609257,4,10.0,"Week day dinner,Weekend dinner,Late night snack",14.0,Jurassic Park,water,"Friends,Strangers",A little (mild),Shawarma
425,717921,4,20.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,Wicked,water,Friends,A moderate amount (medium),Shawarma
426,181851,3,7.0,Week day lunch,8.0,Wicked,water,"Friends,Strangers",A lot (hot),Shawarma
427,629041,2,6.0,Week day lunch,9.0,Aladdin,iced tea,Friends,A little (mild),Shawarma
428,604062,3,6.5,"Week day lunch,Weekend lunch,Late night snack",6.0,The Avengers,coke,"Friends,Strangers",A moderate amount (medium),Shawarma
429,716749,3,7.0,"Week day lunch,Weekend lunch",12.5,Nosferatu,water,Friends,A moderate amount (medium),Shawarma
430,633143,4,9.0,"Week day lunch,Weekend lunch,Late night snack",8.0,The Avengers: Wish You Were Here? - The Top Ten London Locations,coca-cola,Friends,A little (mild),Shawarma
431,743828,5,8.0,"Week day lunch,Weekend lunch,Late night snack",12.0,Avengers: Doomsday,juice,"Siblings,Friends,Strangers",A lot (hot),Shawarma
432,520861,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,Avengers: Doomsday,soda,Strangers,A moderate amount (medium),Shawarma
433,517019,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,Avengers: Doomsday,pop,Friends,A moderate amount (medium),Shawarma
434,626779,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,I Dont Know,water,Strangers,A moderate amount (medium),Shawarma
435,611716,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,Captain America: The First Avenger,coke,Siblings,A little (mild),Shawarma
436,193195,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,Avengers: Doomsday,soda,"Friends,Strangers",A lot (hot),Shawarma
437,627530,4,8.0,"Week day lunch,Weekend lunch,At a party",10.0,Arcane,ginger ale,Friends,I will have some of this food item with my hot sauce,Shawarma
438,626479,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers,soda,Friends,A moderate amount (medium),Shawarma
439,624540,4,5.0,Week day lunch,4.5,Bahen Chawk,crush,Friends,A moderate amount (medium),Shawarma
440,625315,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",12.0,The Avengers,soft drink,"Parents,Siblings,Friends",A lot (hot),Shawarma
441,601941,2,6.0,Week day lunch,14.0,shawarma legend,cola,Friends,A lot (hot),Shawarma
442,723968,2,25.0,"Week day lunch,Week day dinner",10.0,Shazam!,tea,Friends,none,Shawarma
443,715806,3,5.0,"Week day lunch,Weekend lunch,Late night snack",10.0,Aladdin,sprite,Strangers,none,Shawarma
444,720045,2,8.0,"Week day lunch,Week day dinner",6.0,Avengers: Doomsday,water,Strangers,A lot (hot),Shawarma
445,713585,3,5.0,Week day lunch,10.0,IDK,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
446,611188,4,6.0,Week day lunch,7.0,The Mummy,water,"Friends,Strangers",A moderate amount (medium),Shawarma
447,606726,2,7.0,"Week day lunch,Late night snack",8.0,The Kite Runner,none,"Siblings,Friends",A little (mild),Shawarma
448,629142,4,10.0,Week day lunch,10.0,"When Flowers Bloom, I Think of the Moon",pop,"Friends,Strangers",A moderate amount (medium),Shawarma
449,634825,4,10.0,Week day lunch,10.0,Marvel Disk Wars: The Avengers,soda,Friends,A lot (hot),Shawarma
450,613409,5,6.0,Week day lunch,14.0,Lil Scoom89 x Geeky: Forest Gump,coke,Strangers,none,Shawarma
451,633224,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,John Wick,water,"Friends,Strangers",A little (mild),Shawarma
452,738850,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,The Avengers,water,"Parents,Strangers",A lot (hot),Shawarma
453,500470,4,5.0,"Week day lunch,Weekend lunch,Late night snack",8.5,Avengers: Doomsday,soda,Friends,A little (mild),Shawarma
454,13183,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Aladdin,diet coke,Strangers,A little (mild),Shawarma
455,627169,1,8.0,"Week day lunch,Weekend lunch,Late night snack",8.0,Ratatouille,sprite,"Friends,Teachers",A little (mild),Shawarma
456,229041,4,7.0,Week day lunch,7.5,Avengers: Doomsday,pepsi,Friends,A little (mild),Shawarma
457,496344,5,3.0,Week day lunch,8.0,Avengers: Doomsday,none,"Siblings,Friends",A little (mild),Shawarma
458,409723,3,15.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,The Avengers,none,Friends,A little (mild),Shawarma
459,630949,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,Star Wars: Episode IV - A New Hope,soda,"Parents,Siblings,Friends",A little (mild),Shawarma
460,413014,2,8.5,"Week day lunch,Weekend lunch",6.0,scott pilgrim vs the world,orange juice,"Friends,Strangers",A little (mild),Shawarma
461,310438,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,water,"Parents,Siblings",A lot (hot),Shawarma
462,627430,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,The Avengers,water,"Parents,Siblings",A lot (hot),Shawarma
463,526510,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,The Avengers,water,"Friends,Teachers",A moderate amount (medium),Shawarma
464,390823,2,5.0,"Week day lunch,Weekend lunch",7.0,Scott Pilgrim vs. the World,tea,"Friends,Strangers",A moderate amount (medium),Shawarma
465,717116,3,4.0,"Week day lunch,Week day dinner",15.0,The Avengers,none,Strangers,A moderate amount (medium),Shawarma
466,712143,2,8.0,"Weekend dinner,Late night snack",18.0,Shawarma Legend,cola,Friends,A moderate amount (medium),Shawarma
467,612538,4,10.0,"Week day lunch,Late night snack",5.0,Avengers: Doomsday,water,"Friends,Teachers",A lot (hot),Shawarma
468,627539,4,6.0,"Week day lunch,Weekend lunch",10.0,Rush Hour,sprite,Teachers,A little (mild),Shawarma
469,603812,3,7.0,Week day lunch,7.0,Good Will Hunting,beer,"Friends,Strangers",A little (mild),Shawarma
470,740568,2,6.0,"Week day lunch,Weekend lunch",8.0,Fight Club,water,Friends,A little (mild),Shawarma
471,712702,4,4.0,Week day dinner,10.0,Shawarma Boats,juice,Friends,A little (mild),Shawarma
472,519638,4,7.0,"Week day lunch,Week day dinner,Late night snack",4.125,Drive,water,"Friends,Strangers",A moderate amount (medium),Shawarma
473,627800,3,6.5,"Week day lunch,Weekend lunch,Late night snack",10.0,Avengers: Doomsday,water,"Teachers,Strangers",A little (mild),Shawarma
474,406863,4,8.0,"Week day lunch,Weekend lunch",10.0,Mufasa: The Lion King,coke,Friends,A moderate amount (medium),Shawarma
475,726962,2,8.0,"Week day dinner,Weekend dinner",20.0,Captain America: Brave New World,water,Friends,A little (mild),Shawarma
476,628077,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,The Avengers,water,"Friends,Strangers",A moderate amount (medium),Shawarma
477,601693,3,7.0,"Week day lunch,Weekend lunch",7.0,The Avengers,water,"Friends,Strangers",A little (mild),Shawarma
478,517096,4,9.0,"Week day lunch,Weekend lunch,Late night snack",8.5,The Avengers,tea,Friends,A moderate amount (medium),Shawarma
479,606821,2,8.0,"Week day lunch,Weekend lunch,Late night snack",5.0,Avengers: Doomsday,water,Friends,A moderate amount (medium),Shawarma
480,455047,2,4.0,"Week day lunch,Weekend lunch",8.0,Avengers: Doomsday,water,Friends,A moderate amount (medium),Shawarma
481,625576,4,12.0,"Week day lunch,Late night snack",10.0,The Avengers,water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
482,716549,2,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Spirited Away,none,Friends,A little (mild),Sushi
483,715742,3,2.0,"Weekend dinner,At a party",6.0,Anime Impact: The Movies and Shows That Changed the World of Japanese Animation,none,Friends,none,Sushi
484,727333,2,4.0,At a party,5.0,Jay and Silent Bob's Super Groovy Cartoon Movie,cola,Parents,A little (mild),Sushi
485,606874,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,Johnny English,water,Parents,none,Sushi
486,505318,5,6.5,"Week day lunch,Weekend lunch,Weekend dinner",8.0,The Karate Kid,water,"Siblings,Friends",A moderate amount (medium),Sushi
487,605771,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,The Karate Kid,,"Siblings,Friends",none,Sushi
488,606929,3,5.0,Weekend lunch,10.0,Orange Is the New Black,coke,Friends,A moderate amount (medium),Sushi
489,609789,2,3.0,"Week day dinner,Weekend dinner",30.0,The Truman Show,ice tea,Friends,A lot (hot),Sushi
490,644623,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",22.5,The Truman Show,,"Parents,Friends",none,Sushi
491,626792,4,10.0,Week day lunch,12.0,Kung Fu Panda,tea,"Friends,Strangers",A moderate amount (medium),Sushi
492,714863,2,4.0,"Week day lunch,Weekend lunch,Late night snack",20.0,And Then There Were None,tea,Siblings,none,Sushi
493,602805,5,11.0,"Week day dinner,Weekend dinner",16.0,The Wolverine,cola,Friends,none,Sushi
494,602526,5,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",9.0,Spirited Away,none,"Parents,Siblings,Friends",A little (mild),Sushi
495,497421,1,4.0,"Weekend lunch,Weekend dinner",65.0,Jiro Dreams of Sushi,tea,"Parents,Siblings,Friends",none,Sushi
496,389328,4,4.0,"Week day lunch,Week day dinner,Weekend lunch",15.0,Kill Bill: Vol. 1,sake,Teachers,A moderate amount (medium),Sushi
497,289931,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Finding Nemo,green tea,"Parents,Friends",none,Sushi
498,620148,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,Your Name.,tea,"Parents,Friends",A moderate amount (medium),Sushi
499,387155,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,Once Upon a Time... in Hollywood,water,"Parents,Siblings,Friends,Strangers",none,Sushi
500,516975,5,10.0,"Weekend lunch,Weekend dinner,At a party",16.5,The Lord of the Rings: The Fellowship of the Ring,iced tea,"Parents,Siblings,Friends",none,Sushi
501,630825,2,4.0,"Weekend lunch,Weekend dinner,At a party",15.0,Transformers,none,Friends,none,Sushi
502,614043,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",23.0,Cars,green tea,"Friends,Strangers",none,Sushi
503,521125,3,4.0,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",5.0,Shark Tale,beer,"Siblings,Friends",none,Sushi
504,627780,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",50.0,Bullet Train,sake,"Parents,Friends",none,Sushi
505,492744,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Tokyo Story,water,"Siblings,Friends",A little (mild),Sushi
506,618747,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,Jiro Dreams of Sushi,beer,Friends,none,Sushi
507,607815,2,3.0,"Week day dinner,Weekend dinner",20.0,Your Name.,sake,"Parents,Friends",none,Sushi
508,601609,5,10.0,"Week day lunch,Weekend lunch",15.0,Untitled Harry Potter Series,diet coke,"Parents,Friends",none,Sushi
509,602657,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20.0,Jiro Dreams of Sushi,none,"Parents,Friends",A moderate amount (medium),Sushi
510,616449,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Isle of Dogs,green tea,"Parents,Siblings",none,Sushi
511,501893,3,2.0,"Week day dinner,Weekend dinner",17.5,A Romance of the Little Forest,tea,"Parents,Friends",A moderate amount (medium),Sushi
512,507448,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30.0,Jiro Dreams of Sushi,none,"Parents,Siblings",none,Sushi
513,606556,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Doraemon,none,"Parents,Siblings,Friends",none,Sushi
514,724326,4,5.0,"Weekend lunch,Weekend dinner,At a party",17.0,Naruto,tea,"Siblings,Friends",A little (mild),Sushi
515,616945,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5.0,Rush Hour,water,Siblings,none,Sushi
516,630962,2,2.0,"Week day lunch,Weekend lunch,At a party",18.0,Jaws,water,"Friends,Strangers",none,Sushi
517,715814,1,2.5,"Week day lunch,Weekend lunch,At a party,Late night snack",26.25,jiro dreams of sushi,beer,"Parents,Friends,Teachers",A moderate amount (medium),Sushi
518,502799,1,4.0,"Week day dinner,Weekend dinner",10.0,Rush Hour,water,Friends,none,Sushi
519,605278,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The End of Evangelion in 5 Minutes,tea,"Parents,Friends",none,Sushi
520,388888,5,5.0,"Week day dinner,Weekend dinner,At a party",20.0,Midnight Diner,tea,"Parents,Friends,Teachers",none,Sushi
521,519548,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Spirited Away,sake,"Siblings,Friends,Strangers",none,Sushi
522,405521,5,2.0,"Week day dinner,Weekend dinner",18.0,Supernatural: The Animation,beer,"Parents,Siblings",none,Sushi
523,607410,2,3.0,At a party,16.0,Crazy Rich Asians,water,Strangers,none,Sushi
524,715795,3,6.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",10.0,The Perfect Storm,juice,"Parents,Strangers",none,Sushi
525,625326,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1.0,Supernatural: The Animation,none,"Parents,Siblings,Friends",none,Sushi
526,627220,4,6.0,"Week day dinner,Weekend lunch,Weekend dinner",17.5,The Karate Kid,water,"Parents,Siblings,Friends",none,Sushi
527,634964,2,2.0,"Weekend lunch,Weekend dinner",20.0,John Wick,water,Friends,none,Sushi
