,id,food_complexity,num_ingredients,serving_setting,expected_cost,related_movie,paired_drink,associated_people,hot_sauce_level,Label,movie_genres
372,608318,5,8.5,"Week day lunch,Weekend lunch",12.5,youdontmesswiththe,"cola,soda","Parents,Siblings",A moderate amount (medium),Shawarma,"35,28"
373,626757,2,5.0,"Week day lunch,Late night snack",10.0,avengersendgame,soda,Friends,A lot (hot),Shawarma,"12,878,28"
374,745297,2,6.0,"Week day lunch,Weekend lunch",9.0,boat,"cola,soda","Friends,Strangers",A lot (hot),Shawarma,"53,9648,27"
375,627599,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,avengers,"tea,soda","Siblings,Friends",none,Shawarma,"878,28,12"
376,520037,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,"cola,soda",Friends,A moderate amount (medium),Shawarma,"878,28,12"
377,632189,3,6.0,"Week day lunch,Weekend lunch,Late night snack",5.99,spiderman,water,Strangers,none,Shawarma,"28,878"
378,627636,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.5,pulpfiction,water,Strangers,A moderate amount (medium),Shawarma,"53,80"
379,295428,2,6.0,"Week day lunch,Late night snack",8.0,squidgamemakingsea,soda,"Siblings,Friends",A little (mild),Shawarma,99
380,228777,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,starwars,"fruit,soda",Strangers,A little (mild),Shawarma,"12,28,878"
381,609278,4,8.0,Week day lunch,12.0,aladdin,"fruit,juice",Friends,none,Shawarma,"16,10751,12,14,10749"
382,614089,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,"cola,soda","Siblings,Friends",A moderate amount (medium),Shawarma,"878,28,12"
383,607517,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14.0,avengers,"cola,soda",Friends,A moderate amount (medium),Shawarma,"878,28,12"
384,714607,3,5.0,Week day lunch,5.0,aladdin,"tea,asian,water","Friends,Teachers",A little (mild),Shawarma,"16,10751,12,14,10749"
385,716650,1,10.0,Week day lunch,5.333333333333333,leviathan,"ginger,soda",Strangers,A lot (hot),Shawarma,"12,27,53,878"
386,497695,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,gladiator,water,"Friends,Strangers",A moderate amount (medium),Shawarma,"28,18,12"
387,496858,4,7.666666666666667,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9.0,avengement,"dairy,fruit",Friends,A moderate amount (medium),Shawarma,"80,28"
388,608688,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,soda,"Parents,Siblings,Friends",A little (mild),Shawarma,"878,28,12"
389,604386,2,4.0,"Week day lunch,Weekend lunch",10.0,avengers,water,Strangers,A little (mild),Shawarma,"878,28,12"
390,628559,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,ironman,soda,Strangers,A little (mild),Shawarma,"28,878,12"
391,715152,2,9.0,"Week day dinner,Weekend dinner,Late night snack",15.0,nobody,water,Friends,none,Shawarma,"28,53"
392,604110,3,4.0,"Week day lunch,Week day dinner,Late night snack",10.0,avengers,"fruit,soda",Friends,none,Shawarma,"878,28,12"
393,629010,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,avengers,water,"Parents,Strangers",A moderate amount (medium),Shawarma,"878,28,12"
394,605254,3,10.0,"Week day lunch,Weekend lunch,Late night snack",9.0,nancy,"cola,soda",Friends,A little (mild),Shawarma,"9648,18"
395,628990,3,6.0,"Week day lunch,Weekend lunch,At a party",11.0,nancy,soda,"Parents,Siblings",none,Shawarma,"9648,18"
396,625295,4,7.0,"Week day lunch,Weekend lunch",6.0,indianinthecupboar,soda,Friends,none,Shawarma,"12,10751,14"
397,603415,2,10.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",8.5,scottpilgrimvsthew,soda,"Friends,Strangers",A moderate amount (medium),Shawarma,"28,35,10749"
398,635533,1,5.0,Week day lunch,10.0,gonebabygone,"cola,soda",Strangers,A moderate amount (medium),Shawarma,"80,18,9648"
399,630389,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.0,avengers,"cola,soda",Friends,A moderate amount (medium),Shawarma,"878,28,12"
400,714901,4,6.0,"Week day lunch,Weekend lunch",12.0,avengers,"cola,soda",Friends,A little (mild),Shawarma,"878,28,12"
401,629792,2,7.0,"Week day lunch,Weekend lunch",10.0,avengers,soda,"Parents,Friends",A little (mild),Shawarma,"878,28,12"
402,629025,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,avengers,"cola,soda",Strangers,A moderate amount (medium),Shawarma,"878,28,12"
403,524441,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,"cola,soda",Strangers,A little (mild),Shawarma,"878,28,12"
404,389109,2,5.0,Week day lunch,20.0,cloudywithachanceo,"dairy,water,mideast",Strangers,none,Shawarma,"16,35,10751"
405,631216,3,8.0,Week day lunch,10.0,avengers,"fruit,juice",Friends,A little (mild),Shawarma,"878,28,12"
406,738875,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,deadpoolwolverine,water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma,"28,35,878"
407,634669,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.99,avengers,"alcohol,wine",Strangers,A moderate amount (medium),Shawarma,"878,28,12"
408,409940,2,5.0,Week day lunch,10.0,avengers,"cola,soda",Friends,A little (mild),Shawarma,"878,28,12"
409,399605,3,6.0,"Week day lunch,Weekend lunch",7.0,avengers,"cola,soda",Friends,none,Shawarma,"878,28,12"
410,721831,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.0,badboys,"fruit,soda",Friends,A lot (hot),Shawarma,"28,35,80,53"
411,835223,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,none,"cola,soda",Friends,A lot (hot),Shawarma,
412,712938,4,10.0,"Week day lunch,Weekend lunch,At a party",10.0,3idiots,"fruit,soda",Friends,A lot (hot),Shawarma,"18,35"
413,395712,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.5,avengers,soda,"Parents,Siblings",A little (mild),Shawarma,"878,28,12"
414,603388,2,8.0,Week day lunch,13.0,avengers,"cola,soda",Strangers,A little (mild),Shawarma,"878,28,12"
415,617774,4,7.5,"Week day lunch,Week day dinner",11.99,socialnetwork,water,"Friends,Strangers",none,Shawarma,18
416,289440,4,5.0,"Week day lunch,Week day dinner",7.0,avengers,"cola,soda","Friends,Strangers",A moderate amount (medium),Shawarma,"878,28,12"
417,714503,2,3.5,"Week day lunch,Weekend lunch,Late night snack",10.0,monday,"cola,soda","Siblings,Friends,Strangers",A little (mild),Shawarma,"18,10749"
418,714893,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,avengers,"cola,soda",Friends,A moderate amount (medium),Shawarma,"878,28,12"
419,601094,3,12.0,"Week day lunch,Weekend dinner,Late night snack",7.5,avengers,"tea,soda",Friends,A little (mild),Shawarma,"878,28,12"
420,618150,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,nancy,"cola,soda","Parents,Siblings,Strangers",A lot (hot),Shawarma,"9648,18"
421,607944,5,7.0,"Week day lunch,Week day dinner",10.0,chef,"fruit,juice",Friends,A moderate amount (medium),Shawarma,35
422,629844,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,minions,"fruit,juice","Friends,Strangers",A little (mild),Shawarma,"10751,35,16"
423,626482,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,bigsick,"fruit,soda","Parents,Siblings",A little (mild),Shawarma,"35,18,10749"
424,609257,4,10.0,"Week day dinner,Weekend dinner,Late night snack",14.0,jurassicgames,water,"Friends,Strangers",A little (mild),Shawarma,"878,28,27"
425,717921,4,20.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,wicked,"water,soda",Friends,A moderate amount (medium),Shawarma,"18,10749,14"
426,181851,3,7.0,Week day lunch,8.0,nancy,water,"Friends,Strangers",A lot (hot),Shawarma,"9648,18"
427,629041,2,6.0,Week day lunch,9.0,aladdin,"tea,soda",Friends,A little (mild),Shawarma,"16,10751,12,14,10749"
428,604062,3,6.5,"Week day lunch,Weekend lunch,Late night snack",6.0,marvels,"cola,soda","Friends,Strangers",A moderate amount (medium),Shawarma,"878,12,28"
429,716749,3,7.0,"Week day lunch,Weekend lunch",12.5,anon,"water,fruit",Friends,A moderate amount (medium),Shawarma,"878,80,9648,53"
430,633143,4,9.0,"Week day lunch,Weekend lunch,Late night snack",8.0,avengers,"cola,soda",Friends,A little (mild),Shawarma,"878,28,12"
431,743828,5,8.0,"Week day lunch,Weekend lunch,Late night snack",12.0,avengers,"fruit,dairy","Siblings,Friends,Strangers",A lot (hot),Shawarma,"878,28,12"
432,520861,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,nancy,soda,Strangers,A moderate amount (medium),Shawarma,"9648,18"
433,517019,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,avengers,soda,Friends,A moderate amount (medium),Shawarma,"878,28,12"
434,626779,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,ido,water,Strangers,A moderate amount (medium),Shawarma,"35,10749"
435,611716,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,avengers,"cola,soda",Siblings,A little (mild),Shawarma,"878,28,12"
436,193195,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,avengers,soda,"Friends,Strangers",A lot (hot),Shawarma,"878,28,12"
437,627530,4,8.0,"Week day lunch,Weekend lunch,At a party",10.0,carne,"ginger,soda",Friends,I will have some of this food item with my hot sauce,Shawarma,18
438,626479,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers,soda,Friends,A moderate amount (medium),Shawarma,"878,28,12"
439,624540,4,5.0,Week day lunch,4.5,athena,"fruit,soda",Friends,A moderate amount (medium),Shawarma,"28,12,53,18"
440,625315,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",12.0,avengers,soda,"Parents,Siblings,Friends",A lot (hot),Shawarma,"878,28,12"
441,601941,2,6.0,Week day lunch,14.0,onenationoneking,"cola,soda",Friends,A lot (hot),Shawarma,"18,36"
442,723968,2,25.0,"Week day lunch,Week day dinner",10.0,legendofhei,"tea,soda",Friends,none,Shawarma,"16,14,28"
443,715806,3,5.0,"Week day lunch,Weekend lunch,Late night snack",10.0,aladdin,"fruit,soda",Strangers,none,Shawarma,"16,10751,12,14,10749"
444,720045,2,8.0,"Week day lunch,Week day dinner",6.0,avengers,water,Strangers,A lot (hot),Shawarma,"878,28,12"
445,713585,3,5.0,Week day lunch,10.0,idkwtf,soda,"Friends,Strangers",A moderate amount (medium),Shawarma,18
446,611188,4,6.0,Week day lunch,7.0,mummy,water,"Friends,Strangers",A moderate amount (medium),Shawarma,"12,28,14"
447,606726,2,7.0,"Week day lunch,Late night snack",8.0,kiterunner,"dairy,mideast","Siblings,Friends",A little (mild),Shawarma,18
448,629142,4,10.0,Week day lunch,10.0,nightofthe12th,soda,"Friends,Strangers",A moderate amount (medium),Shawarma,"80,9648,18"
449,634825,4,10.0,Week day lunch,10.0,revenger,soda,Friends,A lot (hot),Shawarma,28
450,613409,5,6.0,Week day lunch,14.0,forrestgump,"cola,soda",Strangers,none,Shawarma,"35,18,10749"
451,633224,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,johnwickchapter2,water,"Friends,Strangers",A little (mild),Shawarma,"28,53,80"
452,738850,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,avengers,water,"Parents,Strangers",A lot (hot),Shawarma,"878,28,12"
453,500470,4,5.0,"Week day lunch,Weekend lunch,Late night snack",8.5,avengers,soda,Friends,A little (mild),Shawarma,"878,28,12"
454,13183,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,aladdin,"cola,soda",Strangers,A little (mild),Shawarma,"16,10751,12,14,10749"
455,627169,1,8.0,"Week day lunch,Weekend lunch,Late night snack",8.0,ratatouille,"fruit,soda","Friends,Teachers",A little (mild),Shawarma,"16,35,10751,14"
456,229041,4,7.0,Week day lunch,7.5,avengers,"cola,soda",Friends,A little (mild),Shawarma,"878,28,12"
457,496344,5,3.0,Week day lunch,8.0,avengers,"fruit,soda","Siblings,Friends",A little (mild),Shawarma,"878,28,12"
458,409723,3,15.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,avengers,"water,soda",Friends,A little (mild),Shawarma,"878,28,12"
459,630949,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,starwars,soda,"Parents,Siblings,Friends",A little (mild),Shawarma,"12,28,878"
460,413014,2,8.5,"Week day lunch,Weekend lunch",6.0,nightmoves,"juice,fruit","Friends,Strangers",A little (mild),Shawarma,"80,9648,18,53"
461,310438,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,water,"Parents,Siblings",A lot (hot),Shawarma,"878,28,12"
462,627430,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,avengers,water,"Parents,Siblings",A lot (hot),Shawarma,"878,28,12"
463,526510,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,nancy,water,"Friends,Teachers",A moderate amount (medium),Shawarma,"9648,18"
464,390823,2,5.0,"Week day lunch,Weekend lunch",7.0,scottpilgrimvsthew,"tea,soda","Friends,Strangers",A moderate amount (medium),Shawarma,"28,35,10749"
465,717116,3,4.0,"Week day lunch,Week day dinner",15.0,avengers,"ginger,soda",Strangers,A moderate amount (medium),Shawarma,"878,28,12"
466,712143,2,8.0,"Weekend dinner,Late night snack",18.0,shawarmalegend,"cola,soda",Friends,A moderate amount (medium),Shawarma,Shawarma
467,612538,4,10.0,"Week day lunch,Late night snack",5.0,avengers,water,"Friends,Teachers",A lot (hot),Shawarma,"878,28,12"
468,627539,4,6.0,"Week day lunch,Weekend lunch",10.0,rushhour,"fruit,soda",Teachers,A little (mild),Shawarma,"28,35,80"
469,603812,3,7.0,Week day lunch,7.0,goodwillhunting,"tea,asian,water","Friends,Strangers",A little (mild),Shawarma,18
470,740568,2,6.0,"Week day lunch,Weekend lunch",8.0,fightclub,water,Friends,A little (mild),Shawarma,18
471,712702,4,4.0,Week day dinner,10.0,shawarmalegend,"alcohol,wine",Friends,A little (mild),Shawarma,Shawarma
472,519638,4,7.0,"Week day lunch,Week day dinner,Late night snack",4.125,drive,water,"Friends,Strangers",A moderate amount (medium),Shawarma,"18,53,80"
473,627800,3,6.5,"Week day lunch,Weekend lunch,Late night snack",10.0,avengers,water,"Teachers,Strangers",A little (mild),Shawarma,"878,28,12"
474,406863,4,8.0,"Week day lunch,Weekend lunch",10.0,lionking,"cola,soda",Friends,A moderate amount (medium),Shawarma,"12,18,10751,16"
475,726962,2,8.0,"Week day dinner,Weekend dinner",20.0,captainamericabrav,water,Friends,A little (mild),Shawarma,"28,53,878"
476,628077,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,avengers,water,"Friends,Strangers",A moderate amount (medium),Shawarma,"878,28,12"
477,601693,3,7.0,"Week day lunch,Weekend lunch",7.0,avengers,water,"Friends,Strangers",A little (mild),Shawarma,"878,28,12"
478,517096,4,9.0,"Week day lunch,Weekend lunch,Late night snack",8.5,avengers,"tea,soda",Friends,A moderate amount (medium),Shawarma,"878,28,12"
479,606821,2,8.0,"Week day lunch,Weekend lunch,Late night snack",5.0,avengers,water,Friends,A moderate amount (medium),Shawarma,"878,28,12"
480,455047,2,4.0,"Week day lunch,Weekend lunch",8.0,nancy,"juice,fruit,water,cola,soda",Friends,A moderate amount (medium),Shawarma,"9648,18"
481,625576,4,12.0,"Week day lunch,Late night snack",10.0,avengers,water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma,"878,28,12"
482,716549,2,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,spiritedaway,"soy_sauce,asian",Friends,A little (mild),Sushi,"16,10751,14"
483,715742,3,2.0,"Weekend dinner,At a party",6.0,beemovie,"soy_sauce,asian",Friends,none,Sushi,"10751,16,12,35"
484,727333,2,4.0,At a party,5.0,artoflove,"cola,soda",Parents,A little (mild),Sushi,"10749,28,18"
485,606874,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,johnnyenglish,water,Parents,none,Sushi,"12,28,35"
486,505318,5,6.5,"Week day lunch,Weekend lunch,Weekend dinner",8.0,karatekid,water,"Siblings,Friends",A moderate amount (medium),Sushi,"28,12,18,10751"
487,605771,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,nancy,"fruit,soda","Siblings,Friends",none,Sushi,"9648,18"
488,606929,3,5.0,Weekend lunch,10.0,rage,"cola,soda",Friends,A moderate amount (medium),Sushi,"28,80,53"
489,609789,2,3.0,"Week day dinner,Weekend dinner",30.0,trumanshow,"tea,soda",Friends,A lot (hot),Sushi,"35,18"
490,644623,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",22.5,nancy,"fruit,soda","Parents,Friends",none,Sushi,"9648,18"
491,626792,4,10.0,Week day lunch,12.0,kungfupanda,"asian,tea,water","Friends,Strangers",A moderate amount (medium),Sushi,"28,12,16,10751,35"
492,714863,2,4.0,"Week day lunch,Weekend lunch,Late night snack",20.0,anon,"asian,tea,water",Siblings,none,Sushi,"878,80,9648,53"
493,602805,5,11.0,"Week day dinner,Weekend dinner",16.0,wolverine,"cola,soda",Friends,none,Sushi,"28,35,80"
494,602526,5,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",9.0,spiritedaway,"soy_sauce,asian","Parents,Siblings,Friends",A little (mild),Sushi,"16,10751,14"
495,497421,1,4.0,"Weekend lunch,Weekend dinner",65.0,redrooms,"dairy,juice","Parents,Siblings,Friends",none,Sushi,"18,80,53,27"
496,389328,4,4.0,"Week day lunch,Week day dinner,Weekend lunch",15.0,killbillvol1,"alcohol,asian",Teachers,A moderate amount (medium),Sushi,"28,80"
497,289931,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,findingnemo,"tea,asian,water","Parents,Friends",none,Sushi,"16,10751"
498,620148,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,yourname,"asian,tea,water","Parents,Friends",A moderate amount (medium),Sushi,"16,10749,18"
499,387155,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,onceuponatimeinhol,water,"Parents,Siblings,Friends,Strangers",none,Sushi,"35,18,53"
500,516975,5,10.0,"Weekend lunch,Weekend dinner,At a party",16.5,lordoftheringsthef,"tea,soda","Parents,Siblings,Friends",none,Sushi,"12,14,28"
501,630825,2,4.0,"Weekend lunch,Weekend dinner,At a party",15.0,transformersone,soda,Friends,none,Sushi,"16,878,12,10751"
502,614043,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",23.0,cars2,"tea,asian,water","Friends,Strangers",none,Sushi,"16,10751,12,35"
503,521125,3,4.0,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",5.0,sharktale,"tea,asian,water","Siblings,Friends",none,Sushi,"16,28,35,10751"
504,627780,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",50.0,bullettrain,"alcohol,asian","Parents,Friends",none,Sushi,"28,35,53"
505,492744,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,tokyostory,"fruit,water","Siblings,Friends",A little (mild),Sushi,18
506,618747,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,redrooms,"alcohol,asian",Friends,none,Sushi,"18,80,53,27"
507,607815,2,3.0,"Week day dinner,Weekend dinner",20.0,yourname,"alcohol,asian","Parents,Friends",none,Sushi,"16,10749,18"
508,601609,5,10.0,"Week day lunch,Weekend lunch",15.0,harrypotter,"cola,soda","Parents,Friends",none,Sushi,"12,10751,14"
509,602657,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20.0,redrooms,"soy_sauce,asian","Parents,Friends",A moderate amount (medium),Sushi,"18,80,53,27"
510,616449,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,isleofdogs,"tea,asian,water","Parents,Siblings",none,Sushi,"12,35,16"
511,501893,3,2.0,"Week day dinner,Weekend dinner",17.5,littlejoe,"asian,tea,water","Parents,Friends",A moderate amount (medium),Sushi,"18,878"
512,507448,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30.0,redrooms,"cola,soda","Parents,Siblings",none,Sushi,"18,80,53,27"
513,606556,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,ohramona,"soy_sauce,asian","Parents,Siblings,Friends",none,Sushi,"35,10749"
514,724326,4,5.0,"Weekend lunch,Weekend dinner,At a party",17.0,natureoflove,"asian,tea,water","Siblings,Friends",A little (mild),Sushi,"10749,35,18"
515,616945,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5.0,rushhour,water,Siblings,none,Sushi,"28,35,80"
516,630962,2,2.0,"Week day lunch,Weekend lunch,At a party",18.0,jaws,water,"Friends,Strangers",none,Sushi,"27,53,12"
517,715814,1,2.5,"Week day lunch,Weekend lunch,At a party,Late night snack",26.25,nightwatch,"wine,asian,water,soda,tea,alcohol","Parents,Friends,Teachers",A moderate amount (medium),Sushi,"18,27,9648,53"
518,502799,1,4.0,"Week day dinner,Weekend dinner",10.0,rushhour,water,Friends,none,Sushi,"28,35,80"
519,605278,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,enea,"asian,tea,water","Parents,Friends",none,Sushi,18
520,388888,5,5.0,"Week day dinner,Weekend dinner,At a party",20.0,midnight,"tea,juice,dairy","Parents,Friends,Teachers",none,Sushi,"53,80"
521,519548,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,spiritedaway,"alcohol,asian","Siblings,Friends,Strangers",none,Sushi,"16,10751,14"
522,405521,5,2.0,"Week day dinner,Weekend dinner",18.0,anima,"alcohol,soda","Parents,Siblings",none,Sushi,10402
523,607410,2,3.0,At a party,16.0,crazyrichasians,water,Strangers,none,Sushi,"35,10749"
524,715795,3,6.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",10.0,perfectstorm,"tea,soda","Parents,Strangers",none,Sushi,"28,12,18,53"
525,625326,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1.0,anima,soda,"Parents,Siblings,Friends",none,Sushi,10402
526,627220,4,6.0,"Week day dinner,Weekend lunch,Weekend dinner",17.5,karatekid,water,"Parents,Siblings,Friends",none,Sushi,"28,12,18,10751"
527,634964,2,2.0,"Weekend lunch,Weekend dinner",20.0,johnwickchapter2,water,Friends,none,Sushi,"28,53,80"
528,722500,2,3.0,"Week day lunch,Week day dinner,At a party",1.0,redrooms,"fruit,juice","Parents,Friends,Teachers",none,Sushi,"18,80,53,27"
529,602824,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,pacificrim,"asian,tea,water","Friends,Strangers",none,Sushi,"28,878,12"
530,618355,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,weatheringwithyou,"dairy,juice",Friends,none,Sushi,"16,18,14,10749"
531,611097,2,5.0,"Weekend dinner,Late night snack",10.0,killbillvol1,"cola,soda",Friends,A moderate amount (medium),Sushi,"28,80"
532,634328,5,15.0,"Week day dinner,Weekend dinner,At a party",15.0,findingnemo,"tea,asian,water",Strangers,A little (mild),Sushi,"16,10751"
533,607160,4,7.0,"Week day dinner,Weekend dinner,At a party",15.0,killbillvol1,"alcohol,asian","Siblings,Friends",A moderate amount (medium),Sushi,"28,80"
534,728522,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,eternalsunshineoft,"dairy,juice","Parents,Friends",none,Sushi,"878,18,10749"
535,718570,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,nancy,"fruit,juice","Parents,Friends",A moderate amount (medium),Sushi,"9648,18"
536,714598,2,3.0,"Weekend dinner,At a party",35.0,cars2,"dairy,juice","Parents,Siblings,Friends",none,Sushi,"16,10751,12,35"
537,601950,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,redrooms,"asian,tea,water","Parents,Friends",none,Sushi,"18,80,53,27"
538,612478,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14.0,myneighbortotoro,"alcohol,soda","Parents,Siblings,Friends",none,Sushi,"14,16,10751"
539,501416,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,ninth,"asian,tea,water","Siblings,Friends,Teachers",none,Sushi,"9648,53,80,27"
540,629710,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.0,johnnyenglish,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi,"12,28,35"
541,502610,3,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,adrift,water,"Parents,Siblings,Friends",none,Sushi,"53,10749,12"
542,603476,5,4.0,"Week day dinner,Weekend dinner,At a party",20.0,oldboy,water,"Parents,Siblings",none,Sushi,"18,53,9648,28"
543,600957,5,8.0,"Week day dinner,Weekend lunch,Weekend dinner",12.0,proposal,water,Friends,none,Sushi,"35,10749,18"
544,713423,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.666666666666666,spiritedaway,"asian,tea,water",Parents,A little (mild),Sushi,"16,10751,14"
545,722431,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.5,rurounikenshinpart,"tea,water,asian,alcohol","Parents,Siblings",none,Sushi,"28,12,14"
546,633234,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,oldboy,water,"Siblings,Friends",A little (mild),Sushi,"18,53,9648,28"
547,148179,5,5.0,"Week day dinner,Weekend dinner,At a party",30.0,nancy,"asian,tea,water","Parents,Friends",none,Sushi,"9648,18"
548,715845,3,7.0,"Week day dinner,Weekend dinner",17.0,spiritedaway,"tea,asian,water","Friends,Strangers",none,Sushi,"16,10751,14"
549,632153,2,3.0,"Week day lunch,At a party,Late night snack",15.0,nomercy,"soy_sauce,asian","Siblings,Friends",A moderate amount (medium),Sushi,"28,18,80,53"
550,606552,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,gonegirl,water,"Friends,Strangers",none,Sushi,"9648,53,18"
551,738409,2,3.0,"Week day dinner,Weekend dinner",15.0,myheroacademiahero,dairy,Parents,none,Sushi,"16,28,14,12"
552,612096,5,5.0,"Weekend lunch,Weekend dinner,At a party",7.5,doors,"tea,asian,water","Friends,Strangers",A moderate amount (medium),Sushi,878
