,id,food_complexity,num_ingredients,serving_setting,expected_cost,related_movie,paired_drink,associated_people,hot_sauce_level,Label
404,389109,2,5.0,Week day lunch,20.0,cloudy with a chance of meatballs,water,Strangers,,Shawarma
405,631216,3,8.0,Week day lunch,10.0,Avengers: Doomsday,lemonade,Friends,A little (mild),Shawarma
406,738875,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,Deadpool & Wolverine,Water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
407,634669,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.99,The Avengers,Wine,Strangers,A moderate amount (medium),Shawarma
408,409940,2,5.0,Week day lunch,10.0,Avengers: Doomsday,diet coke,Friends,A little (mild),Shawarma
409,399605,3,6.0,"Week day lunch,Weekend lunch",7.0,Avengers: Doomsday,coke,Friends,,Shawarma
410,721831,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.0,Bad Boys,Fanta,Friends,A lot (hot),Shawarma
411,835223,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,,Coke,Friends,A lot (hot),Shawarma
412,712938,4,10.0,"Week day lunch,Weekend lunch,At a party",10.0,3 Idiots,Fanta,Friends,A lot (hot),Shawarma
413,395712,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.5,Avengers: Doomsday,"Pop, Coca-Cola, 7up, crush ","Parents,Siblings",A little (mild),Shawarma
414,603388,2,8.0,Week day lunch,13.0,The Avengers,Coke,Strangers,A little (mild),Shawarma
415,617774,4,7.5,"Week day lunch,Week day dinner",11.99,The Social Network,Water,"Friends,Strangers",,Shawarma
416,289440,4,5.0,"Week day lunch,Week day dinner",7.0,The Avengers,coke,"Friends,Strangers",A moderate amount (medium),Shawarma
417,714503,2,3.5,"Week day lunch,Weekend lunch,Late night snack",10.0,Documentary Now!,cola,"Siblings,Friends,Strangers",A little (mild),Shawarma
418,714893,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Avengers: Doomsday,Coke,Friends,A moderate amount (medium),Shawarma
419,601094,3,12.0,"Week day lunch,Weekend dinner,Late night snack",7.5,The Avengers,ice tea,Friends,A little (mild),Shawarma
420,618150,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,The Avengers,Diet Coke,"Parents,Siblings,Strangers",A lot (hot),Shawarma
421,607944,5,7.0,"Week day lunch,Week day dinner",10.0,Chef,Juice,Friends,A moderate amount (medium),Shawarma
422,629844,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,Minions,Orange juice,"Friends,Strangers",A little (mild),Shawarma
423,626482,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,The Big Sick,Sprite,"Parents,Siblings",A little (mild),Shawarma
424,609257,4,10.0,"Week day dinner,Weekend dinner,Late night snack",14.0,Jurassic Park,Water,"Friends,Strangers",A little (mild),Shawarma
425,717921,4,20.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,Wicked,Sparkling water,Friends,A moderate amount (medium),Shawarma
426,181851,3,7.0,Week day lunch,8.0,Wicked,water,"Friends,Strangers",A lot (hot),Shawarma
427,629041,2,6.0,Week day lunch,9.0,Aladdin,Iced tea,Friends,A little (mild),Shawarma
428,604062,3,6.5,"Week day lunch,Weekend lunch,Late night snack",6.0,The Avengers,Coke/Coke Zero,"Friends,Strangers",A moderate amount (medium),Shawarma
429,716749,3,7.0,"Week day lunch,Weekend lunch",12.5,Nosferatu,water,Friends,A moderate amount (medium),Shawarma
430,633143,4,9.0,"Week day lunch,Weekend lunch,Late night snack",8.0,The Avengers: Wish You Were Here? - The Top Ten London Locations,coca-cola,Friends,A little (mild),Shawarma
431,743828,5,8.0,"Week day lunch,Weekend lunch,Late night snack",12.0,Avengers: Doomsday,Mango Juice,"Siblings,Friends,Strangers",A lot (hot),Shawarma
432,520861,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,Avengers: Doomsday,Soda,Strangers,A moderate amount (medium),Shawarma
433,517019,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,Avengers: Doomsday,pop,Friends,A moderate amount (medium),Shawarma
434,626779,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,I Dont Know,water,Strangers,A moderate amount (medium),Shawarma
435,611716,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,Captain America: The First Avenger,coke,Siblings,A little (mild),Shawarma
436,193195,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,Avengers: Doomsday,Soda,"Friends,Strangers",A lot (hot),Shawarma
437,627530,4,8.0,"Week day lunch,Weekend lunch,At a party",10.0,Arcane,Ginger Ale,Friends,I will have some of this food item with my hot sauce,Shawarma
438,626479,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers,soda,Friends,A moderate amount (medium),Shawarma
439,624540,4,5.0,Week day lunch,4.5,Bahen Chawk,crush/cola,Friends,A moderate amount (medium),Shawarma
440,625315,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",12.0,The Avengers,Soft drink,"Parents,Siblings,Friends",A lot (hot),Shawarma
441,601941,2,6.0,Week day lunch,14.0,shawarma legend,cococola,Friends,A lot (hot),Shawarma
442,723968,2,25.0,"Week day lunch,Week day dinner",10.0,Shazam!,Nestea,Friends,,Shawarma
443,715806,3,5.0,"Week day lunch,Weekend lunch,Late night snack",10.0,Aladdin,sprite,Strangers,,Shawarma
444,720045,2,8.0,"Week day lunch,Week day dinner",6.0,Avengers: Doomsday,Water,Strangers,A lot (hot),Shawarma
445,713585,3,5.0,Week day lunch,10.0,IDK,Soda,"Friends,Strangers",A moderate amount (medium),Shawarma
446,611188,4,6.0,Week day lunch,7.0,The Mummy,Water,"Friends,Strangers",A moderate amount (medium),Shawarma
447,606726,2,7.0,"Week day lunch,Late night snack",8.0,The Kite Runner,Ayran,"Siblings,Friends",A little (mild),Shawarma
448,629142,4,10.0,Week day lunch,10.0,"When Flowers Bloom, I Think of the Moon",pop,"Friends,Strangers",A moderate amount (medium),Shawarma
449,634825,4,10.0,Week day lunch,10.0,Marvel Disk Wars: The Avengers,Soda,Friends,A lot (hot),Shawarma
450,613409,5,6.0,Week day lunch,14.0,Lil Scoom89 x Geeky: Forest Gump,Coke-Cola,Strangers,,Shawarma
451,633224,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,John Wick,Water,"Friends,Strangers",A little (mild),Shawarma
452,738850,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,The Avengers,Water,"Parents,Strangers",A lot (hot),Shawarma
453,500470,4,5.0,"Week day lunch,Weekend lunch,Late night snack",8.5,Avengers: Doomsday,Soda,Friends,A little (mild),Shawarma
454,13183,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Aladdin,diet coke,Strangers,A little (mild),Shawarma
455,627169,1,8.0,"Week day lunch,Weekend lunch,Late night snack",8.0,Ratatouille,Sprite,"Friends,Teachers",A little (mild),Shawarma
456,229041,4,7.0,Week day lunch,7.5,Avengers: Doomsday,pepsi,Friends,A little (mild),Shawarma
457,496344,5,3.0,Week day lunch,8.0,Avengers: Doomsday,Jarritos,"Siblings,Friends",A little (mild),Shawarma
458,409723,3,15.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,The Avengers,Lassi,Friends,A little (mild),Shawarma
459,630949,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,Star Wars: Episode IV - A New Hope,Soda,"Parents,Siblings,Friends",A little (mild),Shawarma
460,413014,2,8.5,"Week day lunch,Weekend lunch",6.0,scott pilgrim vs the world,orange juice,"Friends,Strangers",A little (mild),Shawarma
461,310438,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,Water,"Parents,Siblings",A lot (hot),Shawarma
462,627430,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,The Avengers,Water,"Parents,Siblings",A lot (hot),Shawarma
463,526510,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,The Avengers,water,"Friends,Teachers",A moderate amount (medium),Shawarma
464,390823,2,5.0,"Week day lunch,Weekend lunch",7.0,Scott Pilgrim vs. the World,Nestea,"Friends,Strangers",A moderate amount (medium),Shawarma
465,717116,3,4.0,"Week day lunch,Week day dinner",15.0,The Avengers,carbonated drinks,Strangers,A moderate amount (medium),Shawarma
466,712143,2,8.0,"Weekend dinner,Late night snack",18.0,Shawarma Legend,cola,Friends,A moderate amount (medium),Shawarma
467,612538,4,10.0,"Week day lunch,Late night snack",5.0,Avengers: Doomsday,water,"Friends,Teachers",A lot (hot),Shawarma
468,627539,4,6.0,"Week day lunch,Weekend lunch",10.0,Rush Hour,Sprite,Teachers,A little (mild),Shawarma
469,603812,3,7.0,Week day lunch,7.0,Good Will Hunting,Root Beer,"Friends,Strangers",A little (mild),Shawarma
470,740568,2,6.0,"Week day lunch,Weekend lunch",8.0,Fight Club,Water,Friends,A little (mild),Shawarma
471,712702,4,4.0,Week day dinner,10.0,Shawarma Boats,pineapple juice,Friends,A little (mild),Shawarma
472,519638,4,7.0,"Week day lunch,Week day dinner,Late night snack",4.125,Drive,Water,"Friends,Strangers",A moderate amount (medium),Shawarma
473,627800,3,6.5,"Week day lunch,Weekend lunch,Late night snack",10.0,Avengers: Doomsday,"Water, Soda","Teachers,Strangers",A little (mild),Shawarma
474,406863,4,8.0,"Week day lunch,Weekend lunch",10.0,Mufasa: The Lion King,Coke,Friends,A moderate amount (medium),Shawarma
475,726962,2,8.0,"Week day dinner,Weekend dinner",20.0,Captain America: Brave New World,Water,Friends,A little (mild),Shawarma
476,628077,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,The Avengers,Water,"Friends,Strangers",A moderate amount (medium),Shawarma
477,601693,3,7.0,"Week day lunch,Weekend lunch",7.0,The Avengers,Water,"Friends,Strangers",A little (mild),Shawarma
478,517096,4,9.0,"Week day lunch,Weekend lunch,Late night snack",8.5,The Avengers,Nestea,Friends,A moderate amount (medium),Shawarma
479,606821,2,8.0,"Week day lunch,Weekend lunch,Late night snack",5.0,Avengers: Doomsday,Water,Friends,A moderate amount (medium),Shawarma
480,455047,2,4.0,"Week day lunch,Weekend lunch",8.0,Avengers: Doomsday,water,Friends,A moderate amount (medium),Shawarma
481,625576,4,12.0,"Week day lunch,Late night snack",10.0,The Avengers,Water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
482,716549,2,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Spirited Away,Miso soup,Friends,A little (mild),Sushi
483,715742,3,2.0,"Weekend dinner,At a party",6.0,Anime Impact: The Movies and Shows That Changed the World of Japanese Animation,Miso Soup,Friends,,Sushi
484,727333,2,4.0,At a party,5.0,Jay and Silent Bob's Super Groovy Cartoon Movie,cola,Parents,A little (mild),Sushi
485,606874,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,Johnny English,Water,Parents,,Sushi
486,505318,5,6.5,"Week day lunch,Weekend lunch,Weekend dinner",8.0,The Karate Kid,Water,"Siblings,Friends",A moderate amount (medium),Sushi
487,605771,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,The Karate Kid,,"Siblings,Friends",,Sushi
488,606929,3,5.0,Weekend lunch,10.0,Orange Is the New Black,coke,Friends,A moderate amount (medium),Sushi
489,609789,2,3.0,"Week day dinner,Weekend dinner",30.0,The Truman Show,ice tea,Friends,A lot (hot),Sushi
490,644623,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",22.5,The Truman Show,,"Parents,Friends",,Sushi
491,626792,4,10.0,Week day lunch,12.0,Kung Fu Panda,tea,"Friends,Strangers",A moderate amount (medium),Sushi
492,714863,2,4.0,"Week day lunch,Weekend lunch,Late night snack",20.0,And Then There Were None,tea,Siblings,,Sushi
493,602805,5,11.0,"Week day dinner,Weekend dinner",16.0,The Wolverine,Coca Cola,Friends,,Sushi
494,602526,5,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",9.0,Spirited Away,soju,"Parents,Siblings,Friends",A little (mild),Sushi
495,497421,1,4.0,"Weekend lunch,Weekend dinner",65.0,Jiro Dreams of Sushi,Oolong tea,"Parents,Siblings,Friends",,Sushi
496,389328,4,4.0,"Week day lunch,Week day dinner,Weekend lunch",15.0,Kill Bill: Vol. 1,Sake,Teachers,A moderate amount (medium),Sushi
497,289931,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Finding Nemo,green tea,"Parents,Friends",,Sushi
498,620148,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,Your Name.,Tea,"Parents,Friends",A moderate amount (medium),Sushi
499,387155,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,Once Upon a Time... in Hollywood,water,"Parents,Siblings,Friends,Strangers",,Sushi
500,516975,5,10.0,"Weekend lunch,Weekend dinner,At a party",16.5,The Lord of the Rings: The Fellowship of the Ring,Iced tea,"Parents,Siblings,Friends",,Sushi
501,630825,2,4.0,"Weekend lunch,Weekend dinner,At a party",15.0,Transformers,Soup,Friends,,Sushi
502,614043,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",23.0,Cars,Green tea,"Friends,Strangers",,Sushi
503,521125,3,4.0,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",5.0,Shark Tale,Root beer,"Siblings,Friends",,Sushi
504,627780,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",50.0,Bullet Train,Sake,"Parents,Friends",,Sushi
505,492744,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Tokyo Story,Lemon water,"Siblings,Friends",A little (mild),Sushi
506,618747,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,Jiro Dreams of Sushi,"Sake, beer",Friends,,Sushi
507,607815,2,3.0,"Week day dinner,Weekend dinner",20.0,Your Name.,Sake,"Parents,Friends",,Sushi
508,601609,5,10.0,"Week day lunch,Weekend lunch",15.0,Untitled Harry Potter Series,Diet Coke,"Parents,Friends",,Sushi
509,602657,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20.0,Jiro Dreams of Sushi,miso soup,"Parents,Friends",A moderate amount (medium),Sushi
510,616449,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Isle of Dogs,Green tea,"Parents,Siblings",,Sushi
511,501893,3,2.0,"Week day dinner,Weekend dinner",17.5,A Romance of the Little Forest,tea,"Parents,Friends",A moderate amount (medium),Sushi
512,507448,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30.0,Jiro Dreams of Sushi,Calpis,"Parents,Siblings",,Sushi
513,606556,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Doraemon,Miso Soup,"Parents,Siblings,Friends",,Sushi
514,724326,4,5.0,"Weekend lunch,Weekend dinner,At a party",17.0,Naruto,Tea,"Siblings,Friends",A little (mild),Sushi
515,616945,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5.0,Rush Hour,water,Siblings,,Sushi
516,630962,2,2.0,"Week day lunch,Weekend lunch,At a party",18.0,Jaws,Water,"Friends,Strangers",,Sushi
517,715814,1,2.5,"Week day lunch,Weekend lunch,At a party,Late night snack",26.25,jiro dreams of sushi,beer,"Parents,Friends,Teachers",A moderate amount (medium),Sushi
518,502799,1,4.0,"Week day dinner,Weekend dinner",10.0,Rush Hour,Water,Friends,,Sushi
519,605278,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The End of Evangelion in 5 Minutes,Tea,"Parents,Friends",,Sushi
520,388888,5,5.0,"Week day dinner,Weekend dinner,At a party",20.0,Midnight Diner,Barley tea,"Parents,Friends,Teachers",,Sushi
521,519548,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Spirited Away,Sake,"Siblings,Friends,Strangers",,Sushi
522,405521,5,2.0,"Week day dinner,Weekend dinner",18.0,Supernatural: The Animation,beer,"Parents,Siblings",,Sushi
523,607410,2,3.0,At a party,16.0,Crazy Rich Asians,Water,Strangers,,Sushi
524,715795,3,6.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",10.0,The Perfect Storm,Iced fruit punch juice,"Parents,Strangers",,Sushi
525,625326,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1.0,Supernatural: The Animation,Soup,"Parents,Siblings,Friends",,Sushi
526,627220,4,6.0,"Week day dinner,Weekend lunch,Weekend dinner",17.5,The Karate Kid,Water,"Parents,Siblings,Friends",,Sushi
527,634964,2,2.0,"Weekend lunch,Weekend dinner",20.0,John Wick,Water,Friends,,Sushi
528,722500,2,3.0,"Week day lunch,Week day dinner,At a party",1.0,Jiro Dreams of Sushi,apple juice,"Parents,Friends,Teachers",,Sushi
529,602824,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,The Pacific,tea,"Friends,Strangers",,Sushi
530,618355,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,Weathering with You,hot tea,Friends,,Sushi
531,611097,2,5.0,"Weekend dinner,Late night snack",10.0,Kill Bill: Vol. 1,coke,Friends,A moderate amount (medium),Sushi
532,634328,5,15.0,"Week day dinner,Weekend dinner,At a party",15.0,Finding Nemo,Green Tea,Strangers,A little (mild),Sushi
533,607160,4,7.0,"Week day dinner,Weekend dinner,At a party",15.0,Kill Bill: Vol. 1,sake,"Siblings,Friends",A moderate amount (medium),Sushi
534,728522,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Eternal Sunshine of the Spotless Mind,Hot Tea,"Parents,Friends",,Sushi
535,718570,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,Eternal Sunshine of the Spotless Mind,juice/wine,"Parents,Friends",A moderate amount (medium),Sushi
536,714598,2,3.0,"Weekend dinner,At a party",35.0,Cars 2,Hot tea,"Parents,Siblings,Friends",,Sushi
537,601950,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Jiro Dreams of Sushi,tea,"Parents,Friends",,Sushi
538,612478,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14.0,My Neighbor Totoro,Beer,"Parents,Siblings,Friends",,Sushi
539,501416,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,"There's A Lot of Bones In This, I Really Don't Wanna Die","Tea, uncarbonated soft drink, alcoholic beverage","Siblings,Friends,Teachers",,Sushi
540,629710,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.0,Johnny English,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
541,502610,3,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,The Fast and the Furious: Tokyo Drift,Water,"Parents,Siblings,Friends",,Sushi
542,603476,5,4.0,"Week day dinner,Weekend dinner,At a party",20.0,Oldboy,water,"Parents,Siblings",,Sushi
543,600957,5,8.0,"Week day dinner,Weekend lunch,Weekend dinner",12.0,The Proposal,Water,Friends,,Sushi
544,713423,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.666666666666666,Spirited Away,tea,Parents,A little (mild),Sushi
545,722431,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.5,Rurouni Kenshin,green tea,"Parents,Siblings",,Sushi
546,633234,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,Oldboy,Water,"Siblings,Friends",A little (mild),Sushi
547,148179,5,5.0,"Week day dinner,Weekend dinner,At a party",30.0,Oldboy,Tea,"Parents,Friends",,Sushi
548,715845,3,7.0,"Week day dinner,Weekend dinner",17.0,Spirited Away,Green tea,"Friends,Strangers",,Sushi
549,632153,2,3.0,"Week day lunch,At a party,Late night snack",15.0,Finding Nemo,Fish sauce,"Siblings,Friends",A moderate amount (medium),Sushi
550,606552,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Gone Girl,Water,"Friends,Strangers",,Sushi
551,738409,2,3.0,"Week day dinner,Weekend dinner",15.0,My Hero Academia,milk,Parents,,Sushi
552,612096,5,5.0,"Weekend lunch,Weekend dinner,At a party",7.5,Food Wars: Shokugeki no Soma,Green tea,"Friends,Strangers",A moderate amount (medium),Sushi
553,743537,3,4.0,"Week day dinner,Weekend dinner",3.0,Your Name.,Cold water,"Parents,Siblings",,Sushi
554,632896,3,6.0,"Week day lunch,Weekend dinner,At a party",6.5,"Bleach: Fade to Black, I Call Your Name",sake,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
555,605207,5,4.0,"Week day dinner,Weekend dinner",10.0,Bullet Train,Water,Siblings,,Sushi
556,617542,2,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9.666666666666666,Isle of Dogs,Miso Soup,Parents,,Sushi
557,719554,5,1.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,,Miso soup,"Parents,Strangers",,Sushi
558,627427,3,2.0,"Week day dinner,Weekend dinner,At a party",30.0,Liz And The Blue Bird Review,Green tea,"Parents,Siblings",,Sushi
559,411315,4,5.0,"Week day dinner,Weekend dinner,At a party",9.0,Spirited Away,tea,"Parents,Siblings",,Sushi
560,631507,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Spirited Away,Water,"Parents,Friends",,Sushi
561,627798,5,4.0,"Week day dinner,Weekend dinner",11.0,Frozen,Tea,"Parents,Siblings",,Sushi
562,712093,4,5.0,"Week day dinner,Weekend dinner",15.0,Seven Samurai,Water,Strangers,,Sushi
563,627488,3,7.0,"Week day dinner,Weekend lunch,Weekend dinner",15.0,Barbie,Water,"Parents,Friends",A little (mild),Sushi
564,626493,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Cars 2,Water,"Friends,Strangers",,Sushi
565,601363,4,3.5,"Week day dinner,Weekend dinner,At a party",17.0,The Boy and the Heron,beer,"Parents,Friends",A little (mild),Sushi
566,712898,2,4.0,"Week day dinner,Weekend lunch,Weekend dinner",20.0,Howl's Moving Castle,green tea,"Parents,Friends",,Sushi
567,603398,5,8.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Suits LA,water,Friends,A little (mild),Sushi
568,631012,5,9.0,At a party,13.0,Kung Fu Panda,Water,Strangers,,Sushi
569,601848,2,5.0,"Week day lunch,Weekend lunch,Weekend dinner",13.0,John Wick: Chapter 4,Green tea,"Parents,Siblings,Friends",,Sushi
570,612131,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,The Wolverine,Green tea / ocha,"Parents,Siblings,Friends",A little (mild),Sushi
571,408630,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3.0,Finding Nemo,tea,"Parents,Friends",,Sushi
572,632091,3,5.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,A Minecraft Movie,tea,"Parents,Friends",,Sushi
573,601122,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner",7.0,The Wolverine,Sake,"Friends,Teachers",,Sushi
574,602871,3,3.0,"Week day dinner,Weekend dinner",6.0,Jiro Dreams of Sushi,Miso soup,"Siblings,Friends",,Sushi
575,520828,4,3.0,"Week day lunch,Week day dinner,Weekend dinner",12.0,Isle of Dogs,Tea,"Parents,Friends",,Sushi
576,514199,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,Isle of Dogs,Tea,"Parents,Friends",A little (mild),Sushi
577,389697,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Top 10 Best Studio Ghibli Movies,"Green tea

Water","Parents,Siblings,Friends",,Sushi
578,714430,4,10.0,At a party,9.0,Spider-Man,orange juice,Strangers,,Sushi
579,612567,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",5.0,Your Name.,Matcha,Friends,,Sushi
580,744468,2,3.0,"Week day lunch,Weekend dinner",2.0,Blade Runner,Water,Strangers,,Sushi
581,502722,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",13.5,A Silent Voice: The Movie,Water,Friends,,Sushi
582,519681,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5.0,Everything Everywhere All at Once,Water,"Parents,Friends",,Sushi
583,631125,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,"Monsters, Inc.",,Strangers,,Sushi
584,606119,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1.0,Isle of Dogs,Tea,"Parents,Siblings",A little (mild),Sushi
585,627252,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,"Monsters, Inc.",Water,"Parents,Teachers",A little (mild),Sushi
586,616568,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Jiro Dreams of Sushi,sake,"Parents,Siblings,Friends",A little (mild),Sushi
587,603838,5,8.0,"Week day lunch,Week day dinner",20.0,Jiro Dreams of Sushi,Green Tea,Friends,,Sushi
588,719735,5,1.5,"Week day dinner,Weekend lunch,Weekend dinner",15.0,Jiro Dreams of Sushi,iced tea,"Parents,Siblings,Friends",,Sushi
589,608062,5,5.0,"Week day dinner,Weekend dinner",15.0,Parasite,Water ,Friends,,Sushi
590,608704,5,5.0,"Week day dinner,Weekend dinner,At a party",20.0,Finding Nemo,Wine,"Parents,Friends",,Sushi
591,520383,3,4.0,"Week day dinner,Weekend dinner",,,Sake!,"Parents,Friends",,Sushi
592,603793,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,Doraemon,ocha,"Parents,Siblings",A little (mild),Sushi
593,603933,3,7.5,Weekend dinner,80.0,Jiro Dreams of Sushi,juice,Friends,,Sushi
594,605519,4,4.0,"Week day lunch,Weekend lunch,Weekend dinner",10.0,Finding Nemo,Green Tea,Strangers,A little (mild),Sushi
595,524803,2,2.5,"Weekend lunch,Weekend dinner",5.0,Tokyo Story,Green tea,Strangers,,Sushi
596,629712,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Parasite,Water,"Parents,Siblings,Friends",,Sushi
597,627505,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11.0,Inception,Water,Friends,A moderate amount (medium),Sushi
598,526131,4,1.0,"Week day dinner,Weekend dinner,Late night snack",9.0,pleasant goat and big big wolf,water,"Parents,Siblings",,Sushi
599,607065,4,4.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,The Karate Kid,Wine,"Parents,Friends,Strangers",A little (mild),Sushi
